#Organism_name,taxonomy_ID,Supergroup_group,Phylum,Class,Mitochondria_type,Plastid_type
Neoscona adianta,1112440,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Veratrum japonicum,203094,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Bucklandiella orthotrichacea,1079090,Archaeplastida_Viridiplantae,Streptophyta,Bryopsida,Aerobic_mitochondria,Primary_green_plastid 
Schizosaccharomyces japonicus,4897,Opisthokonta_Fungi,Ascomycota,Schizosaccharomycetes,Aerobic_mitochondria,None 
Sarcophaga peregrina,7386,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Dermanyssus gallinae,34641,Opisthokonta_Metazoa,Arthropoda,Arachnida,Undescribed,None
Lissemys scutata,227466,Opisthokonta_Metazoa,Chordata,Reptilia,Aerobic_mitochondria,None
Chlamydomonas sp. WS7,2056391,Archaeplastida_Viridiplantae,Chlorophyta,Chlorophyceae,Aerobic_mitochondria,Primary_green_plastid 
Triplophysa wuweiensis,1783486,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Xiphidiopsis gurneyi,2486768,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Blastobotrys serpentis,456365,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Allactaga bullata,1041416,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Palinurellus wieneckii,198231,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Sicyonia lancifer,516899,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Helice latimera,456392,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Reticulitermes virginicus,57123,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Paramicrosporidium saccamoebae,1246581,Opisthokonta_Fungi,Cryptomycota,Cryptomycota incertae sedis,Aerobic_mitochondria,None 
Berberis amurensis,258140,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Cochlonema odontosperma,2082957,Opisthokonta_Fungi,Zoopagomycota,Zoopagomycetes,Aerobic_mitochondria,None 
Penaeus latisulcatus,161925,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Piranga rubra,36733,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Vitis arizonica,103353,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Anaerobic_mitochondria,Primary_green_plastid 
Tritrichomonas foetus,1144522,Metamonada,Parabasalia,Tritrichomonadida,Aerobic_mitochondria,None
Aciculosporium take MAFF-241224,1036760,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Sporothrix insectorum RCEF 264,1081102,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Eriocheir japonica,95603,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Pseudoterranova cattani,172676,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Crocidura beatus,61085,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Tetraophasis obscurus,459761,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Tetragonula carbonaria,148810,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Araneus ventricosus,182803,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Mixornis gularis,1948886,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Precis andremiaja,311042,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Saccharum hildebrandtii,2041603,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Amanita muscaria,41956,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Nymphaea capensis,296031,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Aspergillus niger ATCC 1015,380704,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Polysiphonia infestans,2006978,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Dasypus kappleri,81630,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Nannacara anomala,168802,Opisthokonta_Metazoa,Chordata,Actinopteri,Anaerobic_mitochondria,None
Heterakis beramporia,596434,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Agkistrodon contortrix,8720,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Narcine entemedor,1213697,Opisthokonta_Metazoa,Chordata,Chondrichthyes,Aerobic_mitochondria,None
Althaea officinalis,145745,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Taxillus chinensis,227909,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Faidherbia albida,138055,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Auxis rochei,217026,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Grus grus,40816,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Vauquelinia pauciflora,2675844,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Mitosome,Primary_green_plastid 
Hippocampus reidi,109288,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Idesia polycarpa,77057,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Atta texana,493209,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Alloeochaete oreogena,2017768,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Steinernema feltiae,52066,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Clogmia albipunctata,85120,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Termitomyces sp. J132,1306850,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Anguilla japonica,7937,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Amitermes meridionalis,355290,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Barbodes binotatus,1606550,Opisthokonta_Metazoa,Chordata,Actinopteri,Undescribed,None
Malacomeles denticulata,36614,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Zygosaccharomyces parabailii,1365886,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Naegleria gruberi,5762,Discoba,Heterolobosea,Tetramitia,Aerobic_mitochondria,None
Odorrana tormota,448114,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Equus hemionus,9794,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Solanum bukasovii f. multidissectum,710638,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Meriones unguiculatus,10047,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Triops longicaudatus,58777,Opisthokonta_Metazoa,Arthropoda,Branchiopoda,Aerobic_mitochondria,None
Dactylonectria torresensis,1199091,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Cryptococcus gattii WM276,367775,Opisthokonta_Fungi,Basidiomycota,Tremellomycetes,Aerobic_mitochondria,None 
Olea europaea subsp. europaea,158383,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Ichthyomyzon unicuspis,30308,Opisthokonta_Metazoa,Chordata,Hyperoartia,Aerobic_mitochondria,None
Sibynophis collaris,1070323,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Nannochloropsis granulata,43926,SAR_Stramenopiles,Stramenopiles,Eustigmatophyceae,Aerobic_mitochondria,Secondary_red_plastid
Ginkgo biloba,3311,Archaeplastida_Viridiplantae,Streptophyta,Ginkgoopsida,Anaerobic_mitochondria,Primary_green_plastid 
Blumeria graminis f. sp. hordei A6,1283758,Opisthokonta_Fungi,Ascomycota,Leotiomycetes,Aerobic_mitochondria,None 
Gnathostomula armata,231613,Opisthokonta_Metazoa,Gnathostomulida,Bursovaginoidea,Aerobic_mitochondria,None
Ichthyborus sp. NM-2010,909831,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Odontotermes mathuri,377965,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Primula obconica,170924,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Choloepus didactylus,27675,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Duttaphrynus melanostictus,30335,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Manacus vitellinus,328815,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Monilinia fructigena,38457,Opisthokonta_Fungi,Ascomycota,Leotiomycetes,Aerobic_mitochondria,None 
Cryptosporidium sp. 37763,2498572,SAR_Alveolata,Alveolata,Apicomplexa,Aerobic_mitochondria,None
Trugon terrestris,444149,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Lagerstroemia villosa,162025,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Onygena corvina,180788,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Tofieldia thibetica,552843,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Chironomus tepperi,113505,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Apteronotus albifrons,36673,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Corylus jacquemontii,126984,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Capsicum baccatum var. pendulum,40320,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Pelargonium echinatum,122254,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Favites abdita,126655,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Serrivomer beanii,182440,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Turbinaria peltata,46698,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Cottus hangiongensis,290628,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Muscicapa sibirica,427695,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Piranga leucoptera,63519,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Solanum andreanum,315332,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Undescribed,Primary_green_plastid 
Poecilia formosa,48698,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Musa itinerans,574487,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Bipes canaliculatus,273521,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Timema monikensis,170555,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Cephalanthera longifolia,210729,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Retropinna retropinna,170203,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Drosophila serrata,7274,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Adinandra millettii,182329,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Anopheles marajoara,58244,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Astictopterus jama,509348,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Birgus latro,177283,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Juniperus scopulorum,466205,Archaeplastida_Viridiplantae,Streptophyta,Pinopsida,Aerobic_mitochondria,Primary_green_plastid 
Sewellia lineolata,516038,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Isachne distichophylla,221757,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Myrmeleon immanis,1495081,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Kazachstania sinensis,588727,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Actinopyga echinites,571810,Opisthokonta_Metazoa,Echinodermata,Holothuroidea,Aerobic_mitochondria,None
Plesiomyzon baotingensis,1435194,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Diamesus osculans,414948,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Tanakia tanago,80808,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Euclimacia badia,2448034,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Chlamydomonas reinhardtii,3055,Archaeplastida_Viridiplantae,Chlorophyta,Chlorophyceae,Aerobic_mitochondria,Primary_green_plastid 
Passiflora oerstedii,196582,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Mesonoemacheilus triangularis,425516,Opisthokonta_Metazoa,Chordata,Actinopteri,None,None
Siganus puellus,406531,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Fusarium oxysporum NRRL 32931,660029,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Pelatantheria scolopendrifolia,331189,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Rasbora daniconius,244133,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Gracilaria edulis,172966,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Frullania nodulosa,642337,Archaeplastida_Viridiplantae,Streptophyta,Jungermanniopsida,Aerobic_mitochondria,Primary_green_plastid 
Leptoderma retropinna,492045,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Eleotris fusca,86233,Opisthokonta_Metazoa,Chordata,Actinopteri,Undescribed,None
Trichoderma hamatum GD12,1247866,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Nannizzia gypsea CBS 118893,535722,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Yamadazyma tenuis ATCC 10573,590646,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Passiflora obovata,378248,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Lophiocarpus tenuissimus,2518635,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Amphioctopus aegina,515815,Opisthokonta_Metazoa,Mollusca,Cephalopoda,Aerobic_mitochondria,None
Bromus vulgaris,1617934,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Aspergillus persii,306094,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Nosema ceranae BRL01,578460,Opisthokonta_Fungi,Fungi incertae sedis,Microsporidia,Aerobic_mitochondria,None 
Ornithodoros savignyi,69826,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Phalanger vestitus,175809,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Agapornis pullarius,60467,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Moxostoma congestum,418132,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Vigna unguiculata subsp. unguiculata,3920,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Onychomys torridus,38674,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Passiflora actinia,159424,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Larimichthys crocea,215358,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Candida albicans WO-1,294748,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Cucurbita argyrosperma subsp. argyrosperma,1094858,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Halenia corniculata,148623,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Meretrix lamarckii,157363,Opisthokonta_Metazoa,Mollusca,Bivalvia,Aerobic_mitochondria,None
Ptyas major,192173,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Microceramus pontificus,513540,Opisthokonta_Metazoa,Mollusca,Gastropoda,Aerobic_mitochondria,None
Xenopus gilli,228608,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Scutiger ningshanensis,1240007,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
